Tabela 1.3.25.1 - Pessoas de 10 anos ou mais de idade, por condição de estudante e posse de telefone móvel celular para uso pessoal, segundo as Grandes Regiões, as Unidades da Federação e as Regiões Metropolitanas - 2015;;;;;;;;;;Tabela 1.3.25.2 - Distribuição das pessoas de 10 anos ou mais de idade, por condição de estudantes e posse de telefone móvel celular para uso pessoal, segundo as Grandes Regiões, as Unidades da Federação e as Regiões Metropolitanas - 2015

Grandes Regiões, Unidades da Federação e Regiões Metropolitanas;Pessoas de 10 anos ou mais de idade (1000 pessoas);;;;;;;;;Grandes Regiões, Unidades da Federação e Regiões Metropolitanas;Distribuição das pessoas de 10 anos ou mais de idade (%)
;Total;Posse de telefone móvel celular para uso pessoal;;Estudantes;;;Não estudantes;;;;Total;Posse de telefone móvel celular para uso pessoal;;Estudantes;;;Não estudantes
;;;;Total;Posse de telefone móvel celular para uso pessoal;;Total;Posse de telefone móvel celular para uso pessoal;;;;;;Total;Posse de telefone móvel celular para uso pessoal;;Total;Posse de telefone móvel celular para uso pessoal
;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;Possuíam;Não possuíam
Região Metropolitana do Rio de Janeiro;  10 770;  9 074;  1 696;  2 006;  1 670;   336;  8 765;  7 404;  1 360;Região Metropolitana do Rio de Janeiro;100,0;84,3;15,7;100,0;83,2;16,8;100,0;84,5;15,5
São Paulo;  39 144;  32 834;  6 311;  7 089;  5 822;  1 267;  32 055;  27 012;  5 044;São Paulo;100,0;83,9;16,1;100,0;82,1;17,9;100,0;84,3;15,7
Região Metropolitana de São Paulo;  18 604;  15 824;  2 781;  3 560;  2 928;   632;  15 044;  12 896;  2 148;Região Metropolitana de São Paulo;100,0;85,1;14,9;100,0;82,2;17,8;100,0;85,7;14,3
Sul;  25 772;  21 350;  4 421;  4 781;  3 871;   910;  20 991;  17 480;  3 511;Sul;100,0;82,8;17,2;100,0;81,0;19,0;100,0;83,3;16,7
Paraná;  9 746;  7 947;  1 799;  1 826;  1 460;   366;  7 920;  6 487;  1 432;Paraná;100,0;81,5;18,5;100,0;79,9;20,1;100,0;81,9;18,1
Região Metropolitana de Curitiba;  3 030;  2 554;   476;   559;   453;   106;  2 471;  2 101;   370;Região Metropolitana de Curitiba;100,0;84,3;15,7;100,0;81,1;18,9;100,0;85,0;15,0
Santa Catarina;  6 049;  4 902;  1 146;  1 123;   894;   229;  4 926;  4 008;   918;Santa Catarina;100,0;81,0;19,0;100,0;79,6;20,4;100,0;81,4;18,6
Rio Grande do Sul;  9 978;  8 501;  1 476;  1 832;  1 517;   315;  8 145;  6 984;  1 161;Rio Grande do Sul;100,0;85,2;14,8;100,0;82,8;17,2;100,0;85,7;14,3
Região Metropolitana de Porto Alegre;  3 723;  3 311;   412;   748;   637;   112;  2 975;  2 675;   300;Região Metropolitana de Porto Alegre;100,0;88,9;11,1;100,0;85,1;14,9;100,0;89,9;10,1
Centro-Oeste;  13 340;  11 590;  1 750;  2 918;  2 400;   518;  10 421;  9 189;  1 232;Centro-Oeste;100,0;86,9;13,1;100,0;82,2;17,8;100,0;88,2;11,8
Mato Grosso do Sul;  2 284;  1 980;   304;   473;   382;   91;  1 811;  1 598;   213;Mato Grosso do Sul;100,0;86,7;13,3;100,0;80,8;19,2;100,0;88,2;11,8
Mato Grosso;  2 766;  2 304;   462;   583;   447;   136;  2 183;  1 857;   326;Mato Grosso;100,0;83,3;16,7;100,0;76,7;23,3;100,0;85,1;14,9
Goiás;  5 731;  4 984;   747;  1 214;  1 008;   207;  4 516;  3 976;   540;Goiás;100,0;87,0;13,0;100,0;83,0;17,0;100,0;88,0;12,0
Distrito Federal;  2 559;  2 321;   238;   648;   563;   85;  1 911;  1 758;   153;Distrito Federal;100,0;90,7;9,3;100,0;86,9;13,1;100,0;92,0;8,0

Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.
