Tabela 1.3.26.1 - Pessoas de 10 anos ou mais de idade, por condição de atividade na semana de referência e posse de telefone móvel celular para uso pessoal, segundo as Grandes Regiões, as Unidades da Federação e as Regiões Metropolitanas - 2015;;;;;;;;;;Tabela 1.3.26.2 - Distribuição das pessoas de 10 anos ou mais de idade, por condição de atividade na semana de referência e posse de telefone móvel celular para uso pessoal, segundo as Grandes Regiões, as Unidades da Federação e as Regiões Metropolitanas - 2015

Grandes Regiões, Unidades da Federação e Regiões Metropolitanas;Pessoas de 10 anos ou mais de idade (1000 pessoas);;;;;;;;;Grandes Regiões, Unidades da Federação e Regiões Metropolitanas;Distribuição das pessoas de 10 anos ou mais de idade (%)
;Total;Posse de telefone móvel celular para uso pessoal;;Condição de atividade na semana de referência;;;;;;;Total;Posse de telefone móvel celular para uso pessoal;;Condição de atividade na semana de referência
;;;;Economicamente ativas;;;Não economicamente ativas;;;;;;;Economicamente ativas;;;Não economicamente ativas
;;;;Total;Posse de telefone móvel celular para uso pessoal;;Total;Posse de telefone móvel celular para uso pessoal;;;;;;Total;Posse de telefone móvel celular para uso pessoal;;Total;Posse de telefone móvel celular para uso pessoal
;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;Possuíam;Não possuíam
Região Metropolitana do Rio de Janeiro;  10 770;  9 074;  1 696;  6 246;  5 827;   419;  4 525;  3 247;  1 278;Região Metropolitana do Rio de Janeiro;100,0;84,3;15,7;100,0;93,3;6,7;100,0;71,8;28,2
São Paulo;  39 144;  32 834;  6 311;  24 050;  22 407;  1 642;  15 095;  10 426;  4 668;São Paulo;100,0;83,9;16,1;100,0;93,2;6,8;100,0;69,1;30,9
Região Metropolitana de São Paulo;  18 604;  15 824;  2 781;  11 539;  10 819;   719;  7 066;  5 004;  2 061;Região Metropolitana de São Paulo;100,0;85,1;14,9;100,0;93,8;6,2;100,0;70,8;29,2
Sul;  25 772;  21 350;  4 421;  16 100;  14 654;  1 446;  9 672;  6 696;  2 976;Sul;100,0;82,8;17,2;100,0;91,0;9,0;100,0;69,2;30,8
Paraná;  9 746;  7 947;  1 799;  5 993;  5 447;   547;  3 752;  2 500;  1 252;Paraná;100,0;81,5;18,5;100,0;90,9;9,1;100,0;66,6;33,4
Região Metropolitana de Curitiba;  3 030;  2 554;   476;  1 846;  1 739;   107;  1 184;   815;   369;Região Metropolitana de Curitiba;100,0;84,3;15,7;100,0;94,2;5,8;100,0;68,8;31,2
Santa Catarina;  6 049;  4 902;  1 146;  3 736;  3 387;   349;  2 312;  1 515;   798;Santa Catarina;100,0;81,0;19,0;100,0;90,7;9,3;100,0;65,5;34,5
Rio Grande do Sul;  9 978;  8 501;  1 476;  6 371;  5 820;   550;  3 607;  2 681;   926;Rio Grande do Sul;100,0;85,2;14,8;100,0;91,4;8,6;100,0;74,3;25,7
Região Metropolitana de Porto Alegre;  3 723;  3 311;   412;  2 316;  2 211;   105;  1 407;  1 100;   307;Região Metropolitana de Porto Alegre;100,0;88,9;11,1;100,0;95,5;4,5;100,0;78,2;21,8
Centro-Oeste;  13 340;  11 590;  1 750;  8 283;  7 777;   506;  5 057;  3 812;  1 244;Centro-Oeste;100,0;86,9;13,1;100,0;93,9;6,1;100,0;75,4;24,6
Mato Grosso do Sul;  2 284;  1 980;   304;  1 441;  1 347;   94;   843;   633;   209;Mato Grosso do Sul;100,0;86,7;13,3;100,0;93,5;6,5;100,0;75,1;24,9
Mato Grosso;  2 766;  2 304;   462;  1 705;  1 546;   159;  1 061;   758;   303;Mato Grosso;100,0;83,3;16,7;100,0;90,7;9,3;100,0;71,4;28,6
Goiás;  5 731;  4 984;   747;  3 557;  3 355;   202;  2 173;  1 629;   545;Goiás;100,0;87,0;13,0;100,0;94,3;5,7;100,0;74,9;25,1
Distrito Federal;  2 559;  2 321;   238;  1 579;  1 528;   51;   980;   793;   187;Distrito Federal;100,0;90,7;9,3;100,0;96,8;3,2;100,0;80,9;19,1

Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.
