Tabela 1.3.20.1 - Pessoas de 10 anos ou mais de idade, por sexo e posse de telefone móvel celular para uso pessoal, segundo as Grandes Regiões, as Unidades da Federação e as Regiões Metropolitanas - 2015;;;;;;;;;;Tabela 1.3.20.2 - Distribuição das pessoas de 10 anos ou mais de idade, por sexo e posse de telefone móvel celular para uso pessoal, segundo as Grandes Regiões, as Unidades da Federação e as Regiões Metropolitanas - 2015

Grandes Regiões, Unidades da Federação e Regiões Metropolitanas;Pessoas de 10 anos ou mais de idade (1000 pessoas);;;;;;;;;Grandes Regiões, Unidades da Federação e Regiões Metropolitanas;Distribuição das pessoas de 10 anos ou mais de idade (%)
;Total;Posse de telefone móvel celular para uso pessoal;;Homens;;;Mulheres;;;;Total;Posse de telefone móvel celular para uso pessoal;;Homens;;;Mulheres
;;;;Total;Posse de telefone móvel celular para uso pessoal;;Total;Posse de telefone móvel celular para uso pessoal;;;;;;Total;Posse de telefone móvel celular para uso pessoal;;Total;Posse de telefone móvel celular para uso pessoal
;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;Possuíam;Não possuíam
Região Metropolitana do Rio de Janeiro;  10 770;  9 074;  1 696;  4 998;  4 302;   696;  5 772;  4 772;  1 001;Região Metropolitana do Rio de Janeiro;100,0;84,3;15,7;100,0;86,1;13,9;100,0;82,7;17,3
São Paulo;  39 144;  32 834;  6 311;  18 583;  15 669;  2 914;  20 562;  17 165;  3 397;São Paulo;100,0;83,9;16,1;100,0;84,3;15,7;100,0;83,5;16,5
Região Metropolitana de São Paulo;  18 604;  15 824;  2 781;  8 686;  7 421;  1 264;  9 918;  8 402;  1 516;Região Metropolitana de São Paulo;100,0;85,1;14,9;100,0;85,4;14,6;100,0;84,7;15,3
Sul;  25 772;  21 350;  4 421;  12 502;  10 436;  2 066;  13 270;  10 915;  2 355;Sul;100,0;82,8;17,2;100,0;83,5;16,5;100,0;82,3;17,7
Paraná;  9 746;  7 947;  1 799;  4 732;  3 899;   833;  5 014;  4 049;   965;Paraná;100,0;81,5;18,5;100,0;82,4;17,6;100,0;80,7;19,3
Região Metropolitana de Curitiba;  3 030;  2 554;   476;  1 469;  1 257;   212;  1 561;  1 297;   264;Região Metropolitana de Curitiba;100,0;84,3;15,7;100,0;85,6;14,4;100,0;83,1;16,9
Santa Catarina;  6 049;  4 902;  1 146;  2 985;  2 456;   529;  3 063;  2 446;   618;Santa Catarina;100,0;81,0;19,0;100,0;82,3;17,7;100,0;79,8;20,2
Rio Grande do Sul;  9 978;  8 501;  1 476;  4 785;  4 081;   704;  5 193;  4 420;   772;Rio Grande do Sul;100,0;85,2;14,8;100,0;85,3;14,7;100,0;85,1;14,9
Região Metropolitana de Porto Alegre;  3 723;  3 311;   412;  1 741;  1 550;   190;  1 982;  1 761;   221;Região Metropolitana de Porto Alegre;100,0;88,9;11,1;100,0;89,1;10,9;100,0;88,8;11,2
Centro-Oeste;  13 340;  11 590;  1 750;  6 487;  5 625;   862;  6 852;  5 964;   888;Centro-Oeste;100,0;86,9;13,1;100,0;86,7;13,3;100,0;87,0;13,0
Mato Grosso do Sul;  2 284;  1 980;   304;  1 124;   974;   150;  1 160;  1 006;   154;Mato Grosso do Sul;100,0;86,7;13,3;100,0;86,7;13,3;100,0;86,7;13,3
Mato Grosso;  2 766;  2 304;   462;  1 388;  1 145;   243;  1 378;  1 159;   219;Mato Grosso;100,0;83,3;16,7;100,0;82,5;17,5;100,0;84,1;15,9
Goiás;  5 731;  4 984;   747;  2 777;  2 417;   360;  2 954;  2 567;   387;Goiás;100,0;87,0;13,0;100,0;87,0;13,0;100,0;86,9;13,1
Distrito Federal;  2 559;  2 321;   238;  1 198;  1 089;   109;  1 361;  1 233;   128;Distrito Federal;100,0;90,7;9,3;100,0;90,9;9,1;100,0;90,6;9,4

Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.
