03_Tab_1.3.1.1_a_1.3.1.3.csv;03_Tab_1.3.1.1_a_1.3.1.3;4;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;;;;;;;;
03_Tab_1.3.1.1_a_1.3.1.3.csv;03_Tab_1.3.1.1_a_1.3.1.3;5;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;29;50 a 54 anos;  1 138;   127;   430;   401;   140;   40;50 a 54 anos;6,0;5,2;5,7;6,5;6,8;4,6;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;30;55 a 59 anos;  1 104;   114;   402;   393;   151;   44;55 a 59 anos;5,8;4,7;5,3;6,4;7,3;5,2;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;31;60 anos ou mais;  5 314;   426;  1 809;  2 130;   709;   241;60 anos ou mais;27,8;17,4;23,8;34,6;34,3;27,9;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;32;Mulheres;  19 493;  2 124;  7 134;  6 991;  2 355;   888;Mulheres;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;33;10 a 14 anos;  3 259;   493;  1 284;   950;   336;   196;10 a 14 anos;16,7;23,2;18,0;13,6;14,3;22,1;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;34;15 a 17 anos;   835;   171;   364;   208;   56;   37;15 a 17 anos;4,3;8,0;5,1;3,0;2,4;4,1;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;35;18 ou 19 anos;   372;   68;   168;   90;   32;   14;18 ou 19 anos;1,9;3,2;2,4;1,3;1,4;1,5;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;36;20 a 24 anos;   664;   128;   321;   131;   52;   31;20 a 24 anos;3,4;6,0;4,5;1,9;2,2;3,5;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;37;25 a 29 anos;   716;   133;   345;   164;   46;   27;25 a 29 anos;3,7;6,3;4,8;2,3;2,0;3,1;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;38;30 a 34 anos;   786;   131;   352;   202;   68;   33;30 a 34 anos;4,0;6,2;4,9;2,9;2,9;3,7;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;39;35 a 39 anos;   918;   140;   408;   240;   92;   37;35 a 39 anos;4,7;6,6;5,7;3,4;3,9;4,2;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;40;40 a 44 anos;   969;   121;   423;   275;   107;   43;40 a 44 anos;5,0;5,7;5,9;3,9;4,5;4,8;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;41;45 a 49 anos;  1 068;   108;   403;   376;   140;   41;45 a 49 anos;5,5;5,1;5,6;5,4;5,9;4,6;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;42;50 a 54 anos;  1 179;   101;   441;   417;   179;   42;50 a 54 anos;6,0;4,8;6,2;6,0;7,6;4,7;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;43;55 a 59 anos;  1 296;   101;   411;   547;   177;   59;55 a 59 anos;6,6;4,7;5,8;7,8;7,5;6,7;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;44;60 anos ou mais;  7 432;   429;  2 215;  3 390;  1 070;   328;60 anos ou mais;38,1;20,2;31,0;48,5;45,4;36,9;;;;;;;;;;;;;;;;
04_Tab_1.3.2.1_a_1.3.2.2.csv;04_Tab_1.3.2.1_a_1.3.2.2;46;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;1;Tabela 1.3.3.1 - Pessoas de 10 anos ou mais de idade, por Grandes Regiões, segundo a situação do domicílio, o sexo e a posse de telefone móvel celular para uso pessoal - 2015;;;;;;;Tabela 1.3.3.2 - Distribuição das pessoas de 10 anos ou mais de idade, por Grandes Regiões, segundo a situação do domicílio, o sexo e a posse de telefone móvel celular para uso pessoal - 2015;;;;;;;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;3;Situação do domicílio,sexo e posse de telefone móvel celular para uso pessoal;Pessoas de 10 anos ou mais de idade (1000 pessoas);;;;;;Situação do domicílio,sexo e posse de telefone móvel celular para uso pessoal;Distribuição das pessoas de 10 anos ou mais de idade (%);;;;;;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;4;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;5;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;6;Total;  177 657;  14 537;  48 410;  75 599;  25 772;  13 340;Total;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;7;Possuíam;  139 057;  9 971;  33 690;  62 455;  21 350;  11 590;Possuíam;78,3;68,6;69,6;82,6;82,8;86,9;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;8;Não possuíam;  38 600;  4 566;  14 720;  13 144;  4 421;  1 750;Não possuíam;21,7;31,4;30,4;17,4;17,2;13,1;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;9;Homens;  85 489;  7 281;  23 182;  36 038;  12 502;  6 487;Homens;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;10;Possuíam;  66 382;  4 839;  15 596;  29 886;  10 436;  5 625;Possuíam;77,6;66,5;67,3;82,9;83,5;86,7;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;11;Não possuíam;  19 107;  2 441;  7 585;  6 152;  2 066;   862;Não possuíam;22,4;33,5;32,7;17,1;16,5;13,3;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;12;Mulheres;  92 167;  7 256;  25 228;  39 561;  13 270;  6 852;Mulheres;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;13;Possuíam;  72 674;  5 132;  18 094;  32 569;  10 915;  5 964;Possuíam;78,9;70,7;71,7;82,3;82,3;87,0;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;14;Não possuíam;  19 493;  2 124;  7 134;  6 991;  2 355;   888;Não possuíam;21,1;29,3;28,3;17,7;17,7;13,0;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;15;Urbana;  150 985;  10 985;  35 540;  70 444;  22 018;  11 998;Urbana;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;16;Possuíam;  124 971;  8 584;  27 767;  59 179;  18 829;  10 613;Possuíam;82,8;78,1;78,1;84,0;85,5;88,5;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;17;Não possuíam;  26 014;  2 401;  7 773;  11 265;  3 190;  1 385;Não possuíam;17,2;21,9;21,9;16,0;14,5;11,5;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;18;Homens;  71 514;  5 360;  16 539;  33 330;  10 522;  5 763;Homens;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;19;Possuíam;  59 094;  4 108;  12 725;  28 132;  9 042;  5 087;Possuíam;82,6;76,6;76,9;84,4;85,9;88,3;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;20;Não possuíam;  12 419;  1 252;  3 813;  5 198;  1 480;   675;Não possuíam;17,4;23,4;23,1;15,6;14,1;11,7;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;21;Mulheres;  79 472;  5 624;  19 001;  37 114;  11 496;  6 236;Mulheres;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;22;Possuíam;  65 877;  4 476;  15 041;  31 048;  9 786;  5 525;Possuíam;82,9;79,6;79,2;83,7;85,1;88,6;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;23;Não possuíam;  13 595;  1 148;  3 960;  6 066;  1 710;   710;Não possuíam;17,1;20,4;20,8;16,3;14,9;11,4;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;24;Rural;  26 671;  3 552;  12 870;  5 154;  3 753;  1 341;Rural;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;25;Possuíam;  14 085;  1 388;  5 923;  3 276;  2 522;   977;Possuíam;52,8;39,1;46,0;63,6;67,2;72,8;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;26;Não possuíam;  12 586;  2 165;  6 946;  1 879;  1 232;   365;Não possuíam;47,2;60,9;54,0;36,4;32,8;27,2;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;27;Homens;  13 975;  1 920;  6 643;  2 708;  1 980;   725;Homens;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;28;Possuíam;  7 288;   731;  2 871;  1 754;  1 394;   538;Possuíam;52,1;38,1;43,2;64,8;70,4;74,2;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;29;Não possuíam;  6 688;  1 189;  3 772;   954;   586;   187;Não possuíam;47,9;61,9;56,8;35,2;29,6;25,8;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;30;Mulheres;  12 696;  1 632;  6 227;  2 446;  1 774;   617;Mulheres;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;31;Possuíam;  6 798;   656;  3 053;  1 522;  1 128;   439;Possuíam;53,5;40,2;49,0;62,2;63,6;71,2;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;32;Não possuíam;  5 898;   976;  3 174;   925;   646;   178;Não possuíam;46,5;59,8;51,0;37,8;36,4;28,8;;;;;;;;;;;;;;;;
05_Tab_1.3.3.1_e_1.3.3.2.csv;05_Tab_1.3.3.1_e_1.3.3.2;34;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;;;;;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;1;Tabela 1.3.4.1 - Pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal, por Grandes Regiões, segundo o sexo e os grupos de anos de estudo - 2015;;;;;;;Tabela 1.3.4.2 - Distribuição das pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal, por Grandes Regiões, segundo o sexo e os grupos de anos de estudo - 2015;;;;;;;Tabela 1.3.4.3 - Percentual de pessoas que tinham telefone móvel celular para uso pessoal, na população de 10 anos ou mais de idade, por Grandes Regiões, segundo o sexo e os grupos de anos de estudo - 2015;;;;;;;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;3;Sexo e grupos de anos de estudo;Pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal (1000 pessoas);;;;;;Sexo e grupos de anos de estudo;Distribuição das pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal (%);;;;;;Sexo e grupos de anos de estudo;Percentual de pessoas que tinham telefone móvel celular para uso pessoal, na população de 10 anos ou mais de idade (%);;;;;;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;4;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;5;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;6;Total;  139 057;  9 971;  33 690;  62 455;  21 350;  11 590;Total;100,0;100,0;100,0;100,0;100,0;100,0;Total;78,3;68,6;69,6;82,6;82,8;86,9;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;7;Sem instrução e menos de 1 ano;  6 100;   496;  2 425;  1 886;   729;   563;Sem instrução e menos de 1 ano;4,4;5,0;7,2;3,0;3,4;4,9;Sem instrução e menos de 1 ano;40,5;36,8;35,1;43,3;48,9;58,1;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;8;1 a 3 anos;  9 228;   756;  3 000;  3 395;  1 299;   778;1 a 3 anos;6,6;7,6;8,9;5,4;6,1;6,7;1 a 3 anos;51,2;39,9;45,8;56,0;56,5;65,1;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;9;4 a 7 anos;  31 116;  2 200;  8 049;  13 126;  5 138;  2 602;4 a 7 anos;22,4;22,1;23,9;21,0;24,1;22,5;4 a 7 anos;70,8;58,3;65,4;73,6;75,1;81,6;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;10;8 a 10 anos;  26 390;  2 062;  6 169;  11 801;  4 205;  2 152;8 a 10 anos;19,0;20,7;18,3;18,9;19,7;18,6;8 a 10 anos;86,2;78,0;81,8;88,1;89,7;92,2;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;11;11 a 14 anos;  48 893;  3 497;  11 122;  23 406;  7 034;  3 835;11 a 14 anos;35,2;35,1;33,0;37,5;32,9;33,1;11 a 14 anos;93,8;90,5;92,3;94,4;94,8;96,7;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;12;15 anos ou mais;  17 168;   942;  2 873;  8 805;  2 902;  1 646;15 anos ou mais;12,3;9,4;8,5;14,1;13,6;14,2;15 anos ou mais;97,0;96,1;96,7;96,9;97,3;98,6;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;13;Não determinados;   163;   17;   52;   37;   44;   13;Não determinados;0,1;0,2;0,2;0,1;0,2;0,1;Não determinados;75,5;54,0;66,9;86,9;90,0;87,0;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;14;Homens;  66 382;  4 839;  15 596;  29 886;  10 436;  5 625;Homens;100,0;100,0;100,0;100,0;100,0;100,0;Homens;77,6;66,5;67,3;82,9;83,5;86,7;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;15;Sem instrução e menos de 1 ano;  3 021;   263;  1 233;   900;   341;   283;Sem instrução e menos de 1 ano;4,6;5,4;7,9;3,0;3,3;5,0;Sem instrução e menos de 1 ano;40,8;36,1;34,0;46,7;52,3;59,8;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;16;1 a 3 anos;  4 683;   424;  1 544;  1 645;   649;   421;1 a 3 anos;7,1;8,8;9,9;5,5;6,2;7,5;1 a 3 anos;50,5;39,2;44,7;55,3;57,7;65,7;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;17;4 a 7 anos;  15 726;  1 135;  3 994;  6 608;  2 625;  1 364;4 a 7 anos;23,7;23,5;25,6;22,1;25,2;24,2;4 a 7 anos;71,0;57,8;64,4;74,5;76,2;82,1;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;18;8 a 10 anos;  13 204;  1 026;  2 971;  5 901;  2 183;  1 123;8 a 10 anos;19,9;21,2;19,1;19,7;20,9;20,0;8 a 10 anos;86,5;77,5;81,8;88,6;89,8;92,5;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;19;11 a 14 anos;  22 523;  1 607;  4 798;  10 954;  3 419;  1 745;11 a 14 anos;33,9;33,2;30,8;36,7;32,8;31,0;11 a 14 anos;94,1;90,4;92,9;94,4;95,0;97,0;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;20;15 anos ou mais;  7 144;   376;  1 030;  3 858;  1 195;   684;15 anos ou mais;10,8;7,8;6,6;12,9;11,5;12,2;15 anos ou mais;97,1;96,0;96,8;96,9;97,4;98,9;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;21;Não determinados;   82;   8;   26;   19;   23;   5;Não determinados;0,1;0,2;0,2;0,1;0,2;0,1;Não determinados;77,7;54,2;65,9;94,7;94,3;91,8;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;22;Mulheres;  72 674;  5 132;  18 094;  32 569;  10 915;  5 964;Mulheres;100,0;100,0;100,0;100,0;100,0;100,0;Mulheres;78,9;70,7;71,7;82,3;82,3;87,0;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;23;Sem instrução e menos de 1 ano;  3 079;   233;  1 192;   985;   388;   280;Sem instrução e menos de 1 ano;4,2;4,5;6,6;3,0;3,6;4,7;Sem instrução e menos de 1 ano;40,2;37,6;36,4;40,5;46,3;56,5;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;24;1 a 3 anos;  4 545;   332;  1 456;  1 750;   649;   358;1 a 3 anos;6,3;6,5;8,0;5,4;6,0;6,0;1 a 3 anos;52,0;40,7;46,9;56,7;55,3;64,5;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;25;4 a 7 anos;  15 390;  1 065;  4 055;  6 518;  2 513;  1 238;4 a 7 anos;21,2;20,8;22,4;20,0;23,0;20,8;4 a 7 anos;70,6;58,9;66,4;72,7;74,0;81,1;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;26;8 a 10 anos;  13 185;  1 036;  3 198;  5 900;  2 022;  1 029;8 a 10 anos;18,1;20,2;17,7;18,1;18,5;17,2;8 a 10 anos;85,9;78,6;81,8;87,6;89,6;91,8;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;27;11 a 14 anos;  26 370;  1 891;  6 324;  12 452;  3 615;  2 089;11 a 14 anos;36,3;36,8;34,9;38,2;33,1;35,0;11 a 14 anos;93,6;90,6;91,8;94,3;94,5;96,4;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;28;15 anos ou mais;  10 024;   566;  1 843;  4 947;  1 707;   962;15 anos ou mais;13,8;11,0;10,2;15,2;15,6;16,1;15 anos ou mais;97,0;96,2;96,7;96,8;97,1;98,3;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;29;Não determinados;   80;   9;   26;   17;   20;   8;Não determinados;0,1;0,2;0,1;0,1;0,2;0,1;Não determinados;73,4;53,8;68,0;79,5;85,5;84,3;;;;;;;;;
06_Tab_1.3.4.1_a_1.3.4.3.csv;06_Tab_1.3.4.1_a_1.3.4.3;31;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;;;;;;
07_Tab_1.3.5.1_a_1.3.5.2.csv;07_Tab_1.3.5.1_a_1.3.5.2;1;Tabela 1.3.5.1 - Pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal, por Grandes Regiões, segundo o sexo e os grupos de anos de estudo - 2015;;;;;;;Tabela 1.3.5.2 - Distribuição das pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal, por Grandes Regiões, segundo o sexo e os grupos de anos de estudo - 2015;;;;;;;;;;;;;;;;;;;;;;
07_Tab_1.3.5.1_a_1.3.5.2.csv;07_Tab_1.3.5.1_a_1.3.5.2;3;Sexo e grupos de anos de estudo;Pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal (1000 pessoas);;;;;;Sexo e grupos de anos de estudo;Distribuição das pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal (%);;;;;;;;;;;;;;;;;;;;;
07_Tab_1.3.5.1_a_1.3.5.2.csv;07_Tab_1.3.5.1_a_1.3.5.2;4;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;;;;;;;;;;;;;;;
07_Tab_1.3.5.1_a_1.3.5.2.csv;07_Tab_1.3.5.1_a_1.3.5.2;5;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;;;;;;;;;;;;;;
07_Tab_1.3.5.1_a_1.3.5.2.csv;07_Tab_1.3.5.1_a_1.3.5.2;6;Total;  38 600;  4 566;  14 720;  13 144;  4 421;  1 750;Total;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
07_Tab_1.3.5.1_a_1.3.5.2.csv;07_Tab_1.3.5.1_a_1.3.5.2;7;Sem instrução e menos de 1 ano;  8 973;   853;  4 482;  2 471;   761;   406;Sem instrução e menos de 1 ano;23,2;18,7;30,4;18,8;17,2;23,2;;;;;;;;;;;;;;;;
07_Tab_1.3.5.1_a_1.3.5.2.csv;07_Tab_1.3.5.1_a_1.3.5.2;8;1 a 3 anos;  8 781;  1 141;  3 556;  2 667;  1 000;   417;1 a 3 anos;22,7;25,0;24,2;20,3;22,6;23,8;;;;;;;;;;;;;;;;
07_Tab_1.3.5.1_a_1.3.5.2.csv;07_Tab_1.3.5.1_a_1.3.5.2;9;4 a 7 anos;  12 829;  1 572;  4 256;  4 713;  1 702;   586;4 a 7 anos;33,2;34,4;28,9;35,9;38,5;33,5;;;;;;;;;;;;;;;;
07_Tab_1.3.5.1_a_1.3.5.2.csv;07_Tab_1.3.5.1_a_1.3.5.2;10;8 a 10 anos;  4 218;   581;  1 373;  1 599;   482;   182;8 a 10 anos;10,9;12,7;9,3;12,2;10,9;10,4;;;;;;;;;;;;;;;;
07_Tab_1.3.5.1_a_1.3.5.2.csv;07_Tab_1.3.5.1_a_1.3.5.2;11;11 a 14 anos;  3 220;   367;   930;  1 401;   389;   133;11 a 14 anos;8,3;8,0;6,3;10,7;8,8;7,6;;;;;;;;;;;;;;;;
07_Tab_1.3.5.1_a_1.3.5.2.csv;07_Tab_1.3.5.1_a_1.3.5.2;12;15 anos ou mais;   527;   38;   97;   286;   82;   24;15 anos ou mais;1,4;0,8;0,7;2,2;1,8;1,4;;;;;;;;;;;;;;;;
07_Tab_1.3.5.1_a_1.3.5.2.csv;07_Tab_1.3.5.1_a_1.3.5.2;13;Não determinados;   53;   15;   26;   6;   5;   2;Não determinados;0,1;0,3;0,2;-;0,1;0,1;;;;;;;;;;;;;;;;
